star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color
Heintz 299,17.0,5.21,,V,+12.03,+13.44,0.00036,
Luyten 86-66,65,20,,V,+10.95,+9.44,0.01,R-I= +0.82
Gliese & Jahreiss 1006,49.8,15.3,,V,+12.27,+11.35,0.0025,"B-V= +1.50, U-B= +1.00, R-I= +1.25"
Groombridge 34,11.64,3.568,0.383,V,+8.09 (increasing to +7.99),+10.33 (increasing to +10.23),0.00644 (increasing to  0.00706),"B-V= +1.56, U-B= +1.22, R-I= +0.88"
Gliese & Jahreiss 1010,51.2,15.7,,V,+11.30,+10.32,0.0065,"B-V= +1.49, U-B= +1.17, R-I= +0.89"
V547 Cassiopeiae,33.0,10.1,,V,+12.40,+12.37,0.00098,
Beta(3) Tucanae,152,46.5,1.57,V,+5.75,+2.41,9.43,
13 Ceti,68.7,21.0,1,V,+5.65,+4.03,2.12,
Gliese 24,143,43.9,0.7,V,+6.78,+3.57,3.24,"B-V= +0.64, U-B= +0.12, R-I= +0.22"
Cordoba Durchmusterung -25°225,50.7,15.5,0.88,V,+6.23,+5.27,0.68,
Gliese & Jahreiss 1015,75.3,23.1,0.0133,V,+14.02,+12.20,0.0011,B-V= +1.55
Bonner Durchmusterung -19°111,110,33.8,,V,+10.78,+8.13,0.049,"B-V= +1.44, U-B= +1.11, R-I= +0.66"
Cordoba Durchmusterung -42°249,52.3,16.0,0.69,V,+8.41,+7.39,0.097,"B-V= +1.17, U-B= +1.14, R-I= +0.49"
Cordoba Durchmusterung -37°273,163,50.0,0.84,V,+7.85,+4.35,1.58,"B-V= +0.54, U-B= -0.03, R-I= +0.21"
Eta Cassiopeiae,19.42,5.953,1.011,V,+3.45,+4.58,1.287,"B-V= +0.57, U-B= +0.02, R-I= +0.22"
Luyten Two-Tenth 10301,46,14,,V,+12.70,+11.96,0.001,
Cordoba Durchmusterung -23°332,49.6,15.2,0.69,V,+8.95,+8.04,0.053,"B-V= +1.29, U-B= +1.12, R-I= +0.55"
Bonner Durchmusterung +68°58,61,19,,V,+9.70,+8.33,0.04,"B-V= +0.55, U-B= +0.07"
Luyten 1229-11,56,17,,V,+11.88,+10.72,0.005,
Mu Cassiopeiae,24.63,7.553,0.739,VI,+5.17,+5.78,0.425,"B-V= +0.69, U-B= +0.09, R-I= +0.28"
Bonner Durchmusterung +22°176,67.7,20.7,0.8,V,+8.41,+6.83,0.16,"B-V= +1.12, U-B= +1.06, R-I= +0.43"
Giclas 70-43,50.5,15.5,,V,+12.89,+11.94,0.0015,"B-V= +1.62, R-I= +1.14"
37 Ceti,79.5,24.4,1.15,V,+5.13,+3.19,4.62,"B-V= +0.45, U-B= -0.06, R-I= +0.16"
Cape Photographic Durchmusterung -69°44,68.9,21.1,,V,+7.80,+6.18,0.29,
Kappa Tucanae,66.6,20.4,1.12,V-VI,+4.99,+3.44,3.67,
Bonner Durchmusterung -1°167,90.2,27.7,0.82,V,+8.00,+5.79,0.42,"B-V= +0.82, U-B= +0.44, R-I= +0.30"
Vyssotsky McCormick 370,136,42,,V,+11.39,+8.29,0.04,"B-V= +1.31, R-I= +0.58"
Cordoba Durchmusterung -27°457,102,31.1,,V,+8.77,+6.30,0.26,R-I= +0.34
Luyten Palomar 587-50,47.1,14.5,,V-VI,+13.97,+13.17,0.00047,
Bonner Durchmusterung -13°249,98.6,30.2,0.82,IV,+7.85,+5.45,0.58,"B-V= +0.90, U-B= +0.70, R-I= +0.28"
Cordoba Durchmusterung -24°658,63.6,19.5,0.83,V,+6.97,+5.52,0.54,"B-V= +0.76, U-B= +0.32, R-I= +0.38"
Dawson 31,77.1,23.6,0.79,V,+7.78,+5.91,0.38,
P Eridani,26.6,8.15,0.79,V,+5.80,+6.25,0.28,"B-V= +0.86, U-B= +0.57, R-I= +0.30"
Chi Ceti,77.0,23.6,1.62,III,+4.65,+2.78,6.70,"B-V= +0.33, U-B= +0.03, R-I= +0.08"
Giclas 244-37,49,15,,V,+11.37,+10.50,0.005,R-I= +0.98
Chi Eridani,57.0,17.5,3.19,IV,+3.70,+2.49,8.82,"B-V= +0.85, U-B= +0.45, R-I= +0.31"
Bonner Durchmusterung -10°403,111,34.0,0.97,IV,+6.43,+3.77,2.70,"B-V= +0.82, U-B= +0.46, R-I= +0.29"
Bonner Durchmusterung +2°305,97,30,,V,+10.98,+8.61,0.03,
Wolf 109,130,39.8,,V,+10.62,+7.62,0.078,B-V= +1.22
Cordoba Durchmusterung -46°604,160,49.2,0.86,V?,+7.31,+3.85,2.51,"B-V= +0.69, U-B= +0.22, R-I= +0.37"
Cordoba Durchmusterung -28°657,73.5,22.5,,V,+11.39,+9.63,0.012,"B-V= +1.40, U-B= +1.15, R-I= +0.73"
Bonner Durchmusterung +44°422,59,18,,V,+10.28,+8.99,0.02,"B-V= +1.49, U-B= +1.24"
Bonner Durchmusterung -1°293,121,37.0,0.97,V,+6.90,+4.06,2.07,"B-V= +0.61, U-B= +0.16, R-I= +0.21"
66 Ceti,150,46.1,1.06,V,+5.70,+2.38,9.70,"B-V= +0.56, U-B= +0.07, R-I= +0.19"
Hastings 1,72.5,22.2,,V,+8.42,+6.68,0.18,
Cordoba Durchmusterung -31°909,46.5,14.3,,V-VI,+12.02,+11.25,0.0028,R-I= +1.16
Giclas 74-15,82,25,,V-VI,+12.68,+10.69,0.005,
Gliese & Jahreiss 1047,70.4,21.6,,V-VI,+14.05,+12.38,0.00097,"B-V= +1.70, U-B= +1.50, R-I= +1.16"
Bonner Durchmusterung +3°339,54.2,16.6,0.67,V,+9.36,+8.26,0.043,
Bonner Durchmusterung +31°434,84.3,25.8,,,+10.20,+8.14,0.048,
Bonner Durchmusterung -20°465,61.7,18.9,0.78,V,+8.86,+7.48,0.089,R-I= +0.48
LE 7,80,24,,V-VI,+13.63,+11.69,0.002,
Bonner Durchmusterung +6°398,23.51,7.209,0.725,V,+5.79,+6.50,0.218,"B-V= +0.98, U-B= +0.80, R-I= +0.36"
Epsilon Ceti,88.2,27.0,1.44,V,+5.50,+3.34,4.02,
Gamma Ceti,82.0,25.1,3.24,V,+3.56,+1.56,20.7,"B-V= +1.36, U-B= +1.28, R-I= +0.57"
Theta Persei,36.64,11.23,1.690,V,+4.13,+3.88,2.449,"B-V= +0.49, U-B= +0.00, R-I= +0.18"
Pulk 22-59,70,21,,V,+10.85,+9.19,0.02,"B-V= +1.40, U-B= +1.27, R-I= +0.77"
Bonner Durchmusterung +26°465,73.0,22.4,0.76,V,+7.61,+5.86,0.39,"B-V= +0.83, U-B= +0.43"
Cordoba Durchmusterung -53°570,42.7,13.1,,V,+10.72,+10.14,0.0077,"B-V= +1.51, U-B= +1.20, R-I= +0.93"
Cordoba Durchmusterung -36°1091,96.4,29.6,0.79,V,+8.23,+5.88,0.39,"B-V= +0.93, U-B= +0.65, R-I= +0.36"
Bonner Durchmusterung +26°484,74.6,22.9,0.85,V,+7.60,+5.80,0.42,"B-V= +0.93, U-B= +0.71, R-I= +0.30"
Gliese 119,72.8,22.3,,V,+10.48,+8.74,0.028,"B-V= +1.39, U-B= +1.19, R-I= +0.78"
S.W. Burnham 741,73.3,22.5,,V,+8.03,+6.27,0.27,
Luyten 730-18,25,7.6,,V-VI,+10.96,+11.55,0.002,
Bonner Durchmusterung +61°513,74.6,22.9,,V,+6.64,+4.85,1.00,"B-V= +0.63, U-B= +0.15"
Luyten Palomar 711-43,68,21,,V-VI,+13.37,+11.78,0.002,R-I= +1.17
Bonner Durchmusterung +39°0710,82,25,,,+9.71,+7.72,0.07,
Cordoba Durchmusterung -28°1030,62.3,19.1,,V,+10.18,+8.77,0.027,"B-V= +1.41, U-B= +1.08, R-I= +0.76"
Alpha Fornacis,46.03,14.11,1.881,IV,+3.95,+3.20,4.563,
Bonner Durchmusterung -69°177,38,12,,wd,+11.40,+11.04,0.003,"B-V= +0.05, U-B= -0.55"
94 Ceti,73.0,22.4,1.1,V,+5.06,+3.31,4.13,"B-V= +0.57, U-B= +0.12, R-I= +0.30"
Ross 370,46.2,14.2,,V,+10.92,+10.16,0.0075,
Bonner Durchmusterung +8°496,165,50.7,0.77,V,+8.46,+4.93,0.93,"B-V= +0.68, U-B= +0.16, R-I= +0.39"
Luyten Palomar 355-64,72,22,,V-VI,+11.03,+9.30,0.02,"B-V= +1.43, U-B= +1.34"
Bonner Durchmusterung -8°643,120,36.9,,V,+6.19,+3.35,3.97,"B-V= +0.71, U-B= +0.15, R-I= +0.27"
Catalogue Astrographique +23°368-59,54,17,,V,+10.64,+9.53,0.01,U-B= +1.28
Cape Photographic Durchmusterung -50°441,65,20,0.75,V,+8.47,+6.97,0.1,R-I= +0.38
Cordoba Durchmusterung -40°898,55.7,17.1,,,,,,
Luyten Palomar 772-72,76,23,,V-VI,+14.28,+12.45,0.0009,R-I= +1.29
Luyten Palomar 888-64,57,17,,wd,+14.00,+12.80,0.0007,R-I= +1.18
Hy 3,151,46.3,,V,+8.31,+4.98,0.89,"B-V= +0.74, U-B= +0.32, R-I= +0.25"
Kappa Reticuli,69.9,21.4,1.52,IV-V,+4.70,+3.05,5.27,"B-V= +0.39, U-B= -0.04, R-I= +0.11"
Luyten Double Star 3512,76,23,,V-VI,+12.74,+10.91,0.004,R-I= +1.00
Bonner Durchmusterung +32°652,163,49.9,,V,+9.03,+5.54,0.53,"B-V= +1.06, U-B= +0.99, R-I= +0.40"
Cordoba Durchmusterung -24°1826,84.6,25.9,,V,+9.20,+7.13,0.12,"B-V= +1.13, U-B= +1.11, R-I= +0.44"
Bonner Durchmusterung +16°502,56.1,17.2,,V,+9.99,+8.81,0.026,"B-V= +1.45, U-B= +1.27, R-I= +0.70"
Bonner Durchmusterung +68°278,56.7,17.4,0.7,V,+9.17,+7.97,0.057,"B-V= +1.28, U-B= +1.20, R-I= +0.54"
S.W. Burnham 1003,71.0,21.8,,V,+8.25,+6.56,0.21,
Wolf 225,79.9,24.5,0.82,V,+8.15,+6.20,0.29,"B-V= +0.78, U-B= +0.20"
Ross 23,61,19,,V,+10.86,+9.51,0.01,"B-V= +1.43, U-B= +1.21, R-I= +0.84"
S.W. Burnham 543,51.4,15.8,0.69,V,+8.04,+7.06,0.13,"B-V= +1.11, U-B= +1.03, R-I= +0.45"
Ross 29,53,16,,V-VI,,,,
Omicron(2) Eridani,16.45,5.044,1.063,V,+4.43,+5.91,0.376,"B-V= +0.82, U-B= +0.45, R-I= +0.31"
Luyten Double Star 3584,78,24,,V-VI,+12.63,+10.75,0.004,R-I= +1.05
Cape Photographic Durchmusterung -57°659,88.3,27.1,0.99,V,+6.88,+4.72,1.13,
Stein 2051,18.0,5.51,,V,+11.08,+12.37,0.00098,"B-V= +1.65, U-B= +1.20, R-I= +1.14"
Hussey 1082,122,37,,,,,,
Aldebaran,65.1,20.0,51.5,III,+0.87 (increasing to +0.77),-0.63 (increasing to -0.73),156 (increasing to  171),"B-V= +1.54, U-B= +1.90, R-I= +0.70"
Bonner Durchmusterung +26°730,58.2,17.9,0.0106,wd,+15.80,+14.54,0.00013,"B-V= +0.65, U-B= -0.05"
53 Eridani,109,33.5,9.9,IIIb,+3.91,+1.28,26.7,
Bonner Durchmusterung +9°621,92.6,28.4,,V,+9.20,+6.93,0.15,"B-V= +1.02, U-B= +0.82, R-I= +0.43"
Worley 17,65.8,20.2,,V,,,,
Alpha Caeli,65.7,20.1,1.11,V,+4.44,+2.92,5.91,"B-V= +0.34, U-B= +0.01, R-I= +0.20"
J. Herschel 3683,101,31.0,0.83,,+7.19,+4.74,1.11,
Luyten Double Star 131,34,11,,V,+11.13,+11.02,0.003,"B-V= +1.57, U-B= +1.08, R-I= +1.10"
Bonner Durchmusterung +4°782,117,36.0,0.86,,+7.02,+4.24,1.76,"B-V= +0.55, U-B= +0.06"
Donner 91,27.8,8.52,0.62,V,+8.46,+8.81,0.026,
Luyten Double Star 135,72.6,22.3,0.88,V,+7.02,+5.29,0.67,"B-V= +0.63, U-B= +0.03, R-I= +0.25"
9 Aurigae,85.5,26.2,2.82,V,+5.00,+2.91,5.99,"B-V= +0.33, U-B= -0.01"
104 Tauri,51.8,15.9,1.03,V,+5.60,+4.60,1.26,
Bonner Durchmusterung -21°1074,39,12,,V,+10.29,+9.89,0.010,"B-V= +1.52, R-I= +0.90"
Capella and Capella H,42.2,12.9,10.8,III,+0.71,+0.15,75.8,
Giclas 191-30,83.6,25.6,,V-VI,+13.44,+11.40,0.0024,B-V= +1.62
Bonner Durchmusterung -3°1061,55.0,16.9,0.75,V,+7.70,+6.56,0.21,
Bonner Durchmusterung -21°1131,66.1,20.3,0.65,V,+9.33,+7.80,0.066,
Bonner Durchmusterung +12°801,94.4,28.9,,V,+6.75,+4.44,1.46,"B-V= +0.58, U-B= +0.07, R-I= +0.29"
Bruce Proper Motion 85872,56.7,17.4,,V,+10.63,+9.43,0.015,"B-V= +1.47, U-B= +1.29, R-I= +0.77"
Ross 45,64,20,,V,+12.32,+10.86,0.004,R-I= +1.06
Cordoba Durchmusterung -46°1936,82.4,25.3,,V,+7.34,+5.33,0.64,B-V= +0.78
Riepe's Double,33.7,10.3,,,,,,
Gamma Leporis,29.25,8.969,1.272,V,+3.59,+3.83,2.568,"B-V= +0.47, U-B= +0.01, R-I= +0.16"
Chi(1) Orionis,28.26,8.663,1.490,,,,,
Giclas 192-11,43,13,,V,+10.25,+9.65,0.01,"B-V= +1.51, U-B= +1.25, R-I= +0.83"
Luyten Double Star 1201,65.9,20.2,,V-VI,+12.90,+11.37,0.0025,B-V= +1.56
Bonner Durchmusterung -4°1310,75.7,23.2,,V-VI,+16.30,+14.47,0.00014,
Hussey 1399,49,15,0.73,V,+8.28,+7.38,0.10,
Bonner Durchmusterung +10°1032,35.2,10.8,,,+10.58,+10.42,0.0059,
Bonner Durchmusterung +5°1168,63.0,19.3,1.05,V,+5.70,+4.27,1.70,"B-V= +0.60, U-B= +0.10, R-I= +0.22"
Cape Photographic Durchmusterung -59°619,74,23,1.01,V,+6.44,+4.66,1.2,"B-V= +0.59, U-B= +0.14, R-I= +0.19"
Bonner Durchmusterung +18°1214,47.8,14.7,0.82,V,+6.75,+5.92,0.37,
Cordoba Durchmusterung -25°3237,97.4,29.9,1.04,V,+6.06,+3.68,2.93,"B-V= +0.53, U-B= +0.05"
V577 Monoceri,13.47,4.131,0.719,V,+11.76 (increasing to +10.96),+13.68 (increasing to +12.88),0.000294 (increasing to  0.000614),
Cape Photographic Durchmusterung -61°688,70.7,21.7,,V,+6.34,+4.66,1.19,
Giclas 108-21,51,16,,V-VI,+12.06,+11.09,0.003,R-I= +1.11
Luyten 1750-12,62.6,19.2,,,+12.44,+11.02,0.0034,
Bonner Durchmusterung +32°1398,81.5,25.0,,V,+8.77,+6.78,0.17,"B-V= +0.96, U-B= +0.70"
Heintz 334,35.6,10.9,,,+11.06,+10.87,0.0039,
Bonner Durchmusterung -5°1844,28.38,8.700,0.972,V,+6.56,+6.86,0.157,"B-V= +1.05, U-B= +0.95, R-I= +0.39"
38 Geminorum,91.1,27.9,1.47,V,+4.74,+2.51,8.64,"B-V= +0.31, U-B= +0.03"
Bonner Durchmusterung +40°1758,78.5,24.1,,V,+9.10,+7.19,0.12,"B-V= +1.12, U-B= +1.05, R-I= +0.43"
Innes 65,141,43.2,1.2,IV-V,+6.91,+3.73,2.80,
Cordoba Durchmusterung -44°3045,26.2,8.02,,V-VI,+11.50,+11.98,0.0014,
Gliese 264.1,53.0,16.2,1.06,V,+5.56,+4.50,1.37,"B-V= +0.64, U-B= +0.05, R-I= +0.22"
Bonner Durchmusterung +27°1311,78.3,24.0,,V,+10.14,+8.24,0.044,"B-V= +1.32, U-B= +1.20, R-I= +0.45"
Giclas 87-28,78.6,24.1,0.0143,VI,+14.67,+12.76,0.00069,"B-V= +1.65, U-B= +1.27, R-I= +1.25"
Lambda Geminorum,94.3,28.9,3.11,V,+3.58,+1.27,26.9,"B-V= +0.11, U-B= +0.10, R-I= -0.05"
Innes 7,48.2,14.8,0.82,V,+7.15,+6.30,0.26,
Delta Geminorum,58.8,18.0,3.10,IV-V,+3.53,+2.25,11.0,"B-V= +0.34, U-B= +0.04, R-I= +0.10"
Rho Geminorum,60.3,18.5,1.22,V,+4.18,+2.84,6.34,"B-V= +0.32, U-B= -0.03"
Gliese 275.2,37.7,11.6,0.0149,VI,+13.56,+13.25,0.00044,"B-V= +1.71, U-B= +1.22"
VV Lyncis,39.3,12.0,0.48,V,+10.58,+10.18,0.0074,"B-V= +1.47, U-B= +1.15, R-I= +1.07"
Vyssotsky McCormick 498,81,25,,V,+11.02,+9.05,0.02,"B-V= +1.38, U-B= +1.28, R-I= +0.67"
Bonner Durchmusterung -8°1964,97.7,29.9,,V,+5.90,+3.52,3.40,"B-V= +0.54, U-B= -0.08, R-I= +0.21"
Castor,51.6,15.8,2.28,V,+2.69,+1.70,18.3,
Giclas 90-16,124,37.9,,V,+11.85,+8.96,0.023,"B-V= +1.46, U-B= +1.19, R-I= +0.93"
Procyon,11.41,3.497,1.443,IV-V,+0.38,+2.66,7.508,"B-V= +0.42, U-B= +0.02, R-I= +0.14"
Gliese 282,46.3,14.2,0.78,V,+7.16,+6.40,0.24,"B-V= +0.96, U-B= +0.73, R-I= +0.32"
Luyten 745-46,29.1,8.93,0.0132,wd,+13.00,+13.25,0.00044,"B-V= +0.24, U-B= -0.62, R-I= +0.04"
Cordoba Durchmusterung -33°4113,49.58,15.20,1.160,V,+5.36,+4.45,1.444,"B-V= +0.59, U-B= -0.06, R-I= +0.23"
Gliese & Jahreiss 1102,55.7,17.1,,wd,+16.69,+15.53,0.000053,B-V= +1.10
Luyten 961-1,28.7,8.79,,V-VI,+13.50,+13.78,0.00027,
9 Puppis,54.4,16.7,1.01,V,+5.72,+4.61,1.25,"B-V= +0.57, U-B= +0.05"
Cordoba Durchmusterung -34°4036,58.79,18.02,0.930,V,+5.05,+3.77,2.702,
Luyten 601-78,41,12,,,+13.38,+12.90,0.0006,
Bonner Durchmusterung -0°1866,57.0,17.5,,V,+8.06,+6.85,0.16,
Luyten Double Star 3768,68.0,20.8,,V-VI,+14.24,+12.65,0.00076,R-I= +1.25
Cordoba Durchmusterung -59°1773,52.81,16.19,1.149,V,+5.59,+4.55,1.320,"B-V= +0.57, U-B= +0.02, R-I= +0.20"
Giclas 50-16,80,24,,V-VI,+13.70,+11.76,0.002,R-I= +1.17
Bonner Durchmusterung +7°1919,121,37.0,0.66,V,+10.45,+7.61,0.079,R-I= +0.46
Bonner Durchmusterung +21°1764,55.8,17.1,,V-VI,+9.80,+8.63,0.031,
Bonner Durchmusterung +33°1646,67.6,20.7,,V,+9.90,+8.32,0.041,"B-V= +1.35, U-B= +1.13, R-I= +0.67"
18 Puppis,73.3,22.5,1.06,V,+5.53,+3.77,2.70,"B-V= +0.49, U-B= +0.00, R-I= +0.18"
Hussey 115,70.6,21.6,0.644,V,+9.74,+8.06,0.052,
Cordoba Durchmusterung -35°4406,46,14,,V,+7.20,+6.46,0.2,B-V= +0.94
Worley 19,96,29,0.51,V,+11.48,+9.14,0.02,
CU Cancri,41.8,12.8,,V,+11.89 (increasing to +8.89),+11.35 (increasing to +8.35),0.0025 (increasing to  0.040),R-I= +1.26
Luyten 891-16,67,20,,V,+11.21,+9.66,0.01,"B-V= +1.41, R-I= +0.84"
Bonner Durchmusterung +7°1997,86.6,26.5,1.03,V,+6.00,+3.88,2.44,"B-V= +0.52, U-B= +0.04"
S.W. Burnham 208,65.0,19.9,1.06,V,+5.28,+3.78,2.67,
Giclas 52-23,82,25,,V-VI,+12.93,+10.94,0.004,"B-V= +1.58, U-B= +1.29"
Bonner Durchmusterung +10°1857,48.8,15.0,0.66,V,+9.70,+8.82,0.026,"B-V= +1.54, U-B= +1.20, R-I= +1.05"
Luyten Double Star 230,72.9,22.4,0.8,V,+8.13,+6.38,0.24,"B-V= +0.90, U-B= +0.64, R-I= +0.36"
Delta Velorum,79.75,24.45,3.495,V,+2.02,+0.08,81.03,
Vanderdonck 3,104,32,0.58,,+9.77,+7.24,0.1,
Rho(1) Cancri,40.9,12.5,0.91,V,+5.95,+5.46,0.57,"B-V= +0.86, U-B= +0.62, R-I= +0.26"
Struve 1280,36.9,11.3,0.67,V,+8.70,+8.43,0.037,
Luyten 820-19,47,15,,,+12.52,+11.70,0.002,
Giclas 9-38,17.0,5.23,,V,+14.06,+15.47,0.000057,B-V= +1.84
Iota Ursae Majoris,47.7,14.6,1.67,V,+3.14,+2.31,10.4,"B-V= +0.19, U-B= +0.08"
10 Ursae Majoris,53.6,16.4,1.34,V,+4.11,+3.03,5.34,"B-V= +0.37, U-B= +0.02"
Gliese 333.2,78,24,,V,+12.37,+10.49,0.006,"B-V= +1.45, U-B= +1.07, R-I= +1.08"
Bonner Durchmusterung +15°1957,59.8,18.3,,V-VI,+9.43,+8.11,0.049,
Sigma(2) Ursae Majoris,66.7,20.5,1.76,IV-V,+4.84,+3.29,4.23,
Cordoba Durchmusterung -25°6905,146,44.6,0.96,V,+6.77,+3.52,3.40,"B-V= +0.57, U-B= +0.03"
Cape Photographic Durchmusterung -44°3489,257,79,0.69,V,+9.78,+5.29,0.7,"B-V= +0.78, U-B= +0.40"
Pi(1) Cancri,66.8,20.5,0.82,V,+7.25,+5.69,0.46,
SFT 1321,20.1,6.15,0.63,V,+7.64,+8.70,0.029,"B-V= +1.39, U-B= +1.20, R-I= +0.68"
Kuiper 39,88.8,27.2,0.64,V,+10.67,+8.50,0.035,
Bonner Durchmusterung +5°2143,60.1,18.4,0.81,,+8.04,+6.71,0.18,
Struve 3121,57.2,17.5,0.78,V,+7.86,+6.64,0.19,
Luyten Two-Tenth 12449,65,20,,,+11.77,+10.26,0.007,"B-V= +1.50, U-B= +1.23"
Giclas 115-68,65.8,20.2,,,+14.52,+13.00,0.00055,"B-V= +1.68, R-I= +1.34"
Finsen 363,109,33.5,0.98,V,+6.13,+3.50,3.46,
Bonner Durchmusterung -5°2802,102,31.2,,,+5.80,+3.33,4.07,
Ross 439,54.5,16.7,0.45,V,+12.08,+10.96,0.0036,"B-V= +1.53, U-B= +1.11, R-I= +1.04"
Tau(1) Hydrae,55.8,17.1,1.49,V,+4.59,+3.43,3.72,"B-V= +0.45, U-B= +0.00, R-I= +0.26"
Luyten 534-25,63.1,19.3,,V,+8.38,+6.95,0.14,"B-V= +0.98, U-B= +0.69, R-I= +0.42"
Psi Velorum,60.5,18.6,2.23,IV,+4.12,+2.78,6.75,
Kuiper 41,34.4,10.5,0.42,V,+10.81,+10.70,0.0046,
Theta Ursae Majoris,43.99,13.49,2.551,IV,+3.17,+2.52,8.547,"B-V= +0.46, U-B= +0.02, R-I= +0.16"
Bonner Durchmusterung +27°1775,57.9,17.7,0.87,V,+7.01,+5.76,0.43,"B-V= +0.77, U-B= +0.33"
11 Leonis Minoris,36.46,11.18,1.129,V,+5.41,+5.17,0.746,"B-V= +0.77, U-B= +0.44, R-I= +0.26"
Theta Antliae,63,19,1.06,V,+5.45,+4.03,2.1,
Cape Photographic Durchmusterung -52°2830,85.5,26.2,0.83,V,+7.93,+5.84,0.40,
Cordoba Durchmusterung -31°7745,83.6,25.6,,V,+10.21,+8.17,0.047,"B-V= +1.38, U-B= +1.15, R-I= +0.68"
Giclas 116-72,72,22,,V-VI,+13.89,+12.16,0.001,R-I= +1.22
Kuiper 47,69.3,21.2,0.66,,+10.18,+8.54,0.033,
Cordoba Durchmusterung -35°6194,100,30.7,1.02,V,+6.15,+3.71,2.85,"B-V= +0.60, U-B= +0.16, R-I= +0.22"
Cape Photographic Durchmusterung -46°4357,134,41.0,0.74,V,+8.27,+5.21,0.72,
39 Leonis,74.1,22.7,0.99,Vb,+5.82,+4.04,2.11,"B-V= +0.50, U-B= -0.05, R-I= +0.17"
Gliese 389,65.4,20.0,0.61,,+10.72,+9.21,0.018,"B-V= +1.43, R-I= +0.80"
Luyten Palomar 127-371,64,20,,V-VI,+13.52,+12.06,0.001,R-I= +1.21
Bonner Durchmusterung +49°1961,76.8,23.6,0.95,V,+6.44,+4.58,1.28,"B-V= +0.60, U-B= +0.05, R-I= +0.24"
Bonner Durchmusterung +57°1274,57.0,17.5,0.68,V,+9.63,+8.42,0.037,"B-V= +1.38, R-I= +0.61"
Donner 414,76,23,,V,+10.68,+8.85,0.03,"B-V= +1.57, R-I= +1.21"
Luyten 1617-7,67,20,,V-VI,+13.13,+11.58,0.002,R-I= +1.14
Cordoba Durchmusterung -35°6662,53.3,16.3,,V,+10.19,+9.12,0.020,"B-V= +1.46, U-B= +1.19, R-I= +0.73"
Luyten Palomar 316-604,74,23,,V-VI,+13.55,+11.77,0.002,R-I= +1.17
Bonner Durchmusterung +39°2376,46.0,14.1,0.64,V,+9.30,+8.55,0.033,
Bonner Durchmusterung -18°3019,42,13,0.46,V-VI,+11.03,+10.47,0.006,"B-V= +1.44, U-B= +0.96, R-I= +0.77"
Bonner Durchmusterung +52°1514,93.8,28.8,,V-VI,+8.33,+6.04,0.34,R-I= +1.24
Luyten Double Star 917,47.7,14.6,,V,+11.51,+10.69,0.0046,"B-V= +1.48, R-I= +0.85"
Chi(1) Hydrae,142,43.5,2.01,,+5.63,+2.44,9.23,
WX Ursae Majoris,15.76,4.832,0.358,V,+8.74,+10.32,0.00649,"B-V= +1.54, U-B= +1.18, R-I= +0.81"
Gliese & Jahreiss 1142,65,20,,V,+12.56,+11.05,0.003,"B-V= +1.52, U-B= +1.25, R-I= +1.08"
Gliese 414,38.9,11.9,0.7,V,+8.30,+7.92,0.059,"B-V= +1.34, U-B= +1.29, R-I= +0.59"
Kuiper 55,53.5,16.4,,V,+11.47,+10.40,0.0060,B-V= +1.49
Bonner Durchmusterung +74°456,47.9,14.7,0.75,V,+7.68,+6.85,0.16,"B-V= +1.06, U-B= +0.92, R-I= +0.40"
Donner 466,73.9,22.7,,V,+8.98,+7.20,0.11,"B-V= +1.14, U-B= +1.02, R-I= +0.51"
Bonner Durchmusterung -17°3336,51.3,15.7,0.64,V,+9.97,+8.99,0.022,"B-V= +1.36, U-B= +1.21, R-I= +0.60"
Bonner Durchmusterung +53°1480,128,39.1,0.94,V,+6.54,+3.58,3.23,"B-V= +0.43, U-B= -0.12"
Xi Ursae Majoris,34,10,0.97,,,,,
SZ Crateris,42.9,13.2,0.66,V,+8.74,+8.14,0.048,R-I= +0.58
Bonner Durchmusterung +19°2443,103,31.6,0.69,V,+8.03,+5.53,0.53,
Henry Draper 98800,152,47,,V,,,,
Catalogue Astrographique +78°3815,74,23,,V,+12.15,+10.37,0.006,R-I= +0.97
Brisbane Observatory (Sandage & Veron) 5,42.0,12.9,1.36,V,+7.50,+6.95,0.14,
83 Leonis,57.6,17.7,1.91,IV,+6.49,+5.25,0.69,"B-V= +0.80, U-B= +0.48, R-I= +0.24"
88 Leonis,75.1,23.0,,V,+6.27,+4.46,1.43,"B-V= +0.57, U-B= +0.07"
O. Struve 235,89.8,27.5,1.09,V,+5.74,+3.54,3.34,
Cordoba Durchmusterung -32°8179,31.11,9.538,0.789,V,+5.98,+6.08,0.321,"B-V= +0.81, U-B= +0.39, R-I= +0.29"
Bonner Durchmusterung +45°1947,76.0,23.3,0.97,V,+6.45,+4.61,1.24,"B-V= +0.57, U-B= -0.02"
Iota Crateris,88.0,27.0,,,,,,
Cordoba Durchmusterung -39°7301,30.14,9.240,0.963,V,+4.90,+5.07,0.815,"B-V= +0.66, U-B= +0.10, R-I= +0.22"
Bonner Durchmusterung -11°3178,80.4,24.6,0.71,V,+9.02,+7.06,0.13,"B-V= +1.12, U-B= +1.09, R-I= +0.45"
Luyten 1044-70,51,16,,V-VI,+13.25,+12.28,0.001,R-I= +1.23
